respondent_id,question,answer
R_053,Your local officials.,More
R_053,Citizens themselves.,Much more
R_053,Should global warming be a priority for the next president and Congress?,Very high
R_053,Should developing sources of clean energy be a priority?,Very high
R_053,Generate renewable energy (solar and wind) on public land in your country.,Somewhat agree
R_053,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_053,How often do you discuss global warming with your friends and family?,Rarely
R_053,How often do you hear about global warming in the media?,Several times a year
R_053,How severe would you rate the personal effects of global warming that you have experienced?,Slightly severe
R_053,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_053,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Moderately responsible
R_053,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Somewhat agree
R_053,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",agree
R_053,A lot of important information is deliberately concealed from the public out of self-interest.,agree
R_053,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,agree
R_053,The government uses innocent people as patsies to hide its involvement in criminal activity.,agree
R_053,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,neutral
R_053,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",neutral
R_053,New and advanced technology which would harm current industry is being suppressed.,neutral
R_053,The power held by heads of state is second to that of small unknown groups who really control world politics.,neutral
R_053,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",neutral
R_053,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,neutral
R_053,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",neutral
R_053,"A small, secret group of people is responsible for making all major decisions, such as going to war.",neutral
R_053,Technology with mind-control capacities is used on people without their knowledge.,neutral
R_053,Evidence of alien contact is being concealed from the public.,neutral
R_053,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",neutral
R_053,I see myself as someone who is reserved.,neutral
R_053,I see myself as someone who is generally trusting.,agree_a_little
R_053,I see myself as someone who tends to be lazy.,agree_a_little
R_053,"I see myself as someone who is relaxed, handles stress well.",agree_a_little
R_053,I see myself as someone who has few artistic interests.,agree_a_little
R_053,"I see myself as someone who is outgoing, sociable.",disagree_a_little
R_053,I see myself as someone who tends to find fault with others.,disagree_a_little
R_053,I see myself as someone who does a thorough job.,neutral
R_053,I see myself as someone who gets nervous easily.,agree_a_little
R_053,I see myself as someone who has an active imagination.,neutral
R_053,Question 93,
R_053,Question 94,
R_053,Question 95,
R_053,Question 96,
R_053,Question 97,
R_054,UserID,680909de87bcbc8f6b702e31
R_054,Gender,Male
R_054,Region of Birth,Europe
R_054,Region of Residence,Europe
R_054,How long ago did you move to your current country of residence?,>10 years
R_054,Do you have children?,No
R_054,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_054,Job Status,Unemployed
R_054,Job Role,
R_054,Job Level,
R_054,Topic(s) of interest,Politics History Culture Economics Geography
R_054,Social Media Usage,1-3 hours/day
R_054,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_054,How important is it to you that this country leads the world in new technologies and innovation?,Extremely important
R_054,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Somewhat agree
R_054,"On social and political issues, where would you place yourself?",Slightly liberal
R_054,An ideal society requires some groups to be on top and others to be on the bottom.,Strongly oppose
R_054,Do you feel optimistic or pessimistic about the future?,Very pessimistic
R_054,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Increased
R_054,Do you think that global warming is happening?,Yes
R_054,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_054,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_054,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Strongly agree
R_054,"In your opinion, when will global warming start to harm people in your country?",In 10 years
R_054,How much do you think global warming will harm plants and animal species?,A great deal
R_054,How much do you think global warming will harm future generations of people?,A great deal
R_054,How much do you think global warming will harm people in developing countries?,A great deal
R_054,How much do you think global warming will harm people in your country?,A great deal
R_054,How much do you think global warming will harm you personally?,A great deal
R_054,When do you think global warming will start to harm people in your country?,In 10 years
R_054,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_054,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_054,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Somewhat support
R_054,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_054,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_054,Drill for oil in natural areas or reserves.,Strongly oppose
R_054,Expand offshore drilling for oil and natural gas off your country's coast.,Strongly oppose
R_054,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_054,The President.,Much more
R_054,Congress.,Much more
R_054,Your Governor.,Much more
R_054,Your local officials.,Much more
R_054,Citizens themselves.,Much more
R_054,Should global warming be a priority for the next president and Congress?,Very high
R_054,Should developing sources of clean energy be a priority?,Very high
R_054,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_054,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_054,How often do you discuss global warming with your friends and family?,Occasionally
R_054,How often do you hear about global warming in the media?,At least once a month
R_054,How severe would you rate the personal effects of global warming that you have experienced?,Moderately severe
R_054,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_054,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Slightly responsible
R_054,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Somewhat agree
R_054,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",strongly_disagree
R_054,A lot of important information is deliberately concealed from the public out of self-interest.,agree
R_054,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,disagree
R_054,The government uses innocent people as patsies to hide its involvement in criminal activity.,agree
R_054,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,disagree
R_054,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",agree
R_054,New and advanced technology which would harm current industry is being suppressed.,disagree
R_054,The power held by heads of state is second to that of small unknown groups who really control world politics.,strongly_agree
R_054,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",disagree
R_054,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,neutral
R_054,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",strongly_agree
R_054,"A small, secret group of people is responsible for making all major decisions, such as going to war.",agree
R_054,Technology with mind-control capacities is used on people without their knowledge.,disagree
R_054,Evidence of alien contact is being concealed from the public.,disagree
R_054,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",disagree
R_054,I see myself as someone who is reserved.,agree_a_little
R_054,I see myself as someone who is generally trusting.,disagree_a_little
R_054,I see myself as someone who tends to be lazy.,agree_a_little
R_054,"I see myself as someone who is relaxed, handles stress well.",disagree_a_little
R_054,I see myself as someone who has few artistic interests.,disagree_strongly
R_054,"I see myself as someone who is outgoing, sociable.",agree_strongly
R_054,I see myself as someone who tends to find fault with others.,neutral
R_054,I see myself as someone who does a thorough job.,agree_a_little
R_054,I see myself as someone who gets nervous easily.,agree_a_little
R_054,I see myself as someone who has an active imagination.,agree_a_little
R_054,Question 93,
R_054,Question 94,
R_054,Question 95,
R_054,Question 96,
R_054,Question 97,
R_055,UserID,68091e58a91e2bb64edb423c
R_055,Gender,Female
R_055,Region of Birth,Asia
R_055,Region of Residence,Asia
R_055,How long ago did you move to your current country of residence?,>10 years
R_055,Do you have children?,No
R_055,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_055,Job Status,Unemployed
R_055,Job Role,
R_055,Job Level,
R_055,Topic(s) of interest,HealthNutrition Economics
R_055,Social Media Usage,3-5 hours/day
R_055,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_055,How important is it to you that this country leads the world in new technologies and innovation?,Very important
R_055,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Strongly agree
R_055,"On social and political issues, where would you place yourself?",Slightly liberal
R_055,An ideal society requires some groups to be on top and others to be on the bottom.,Somewhat favor
R_055,Do you feel optimistic or pessimistic about the future?,Somewhat optimistic
R_055,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Reduced
R_055,Do you think that global warming is happening?,Yes
R_055,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_055,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_055,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Somewhat agree
R_055,"In your opinion, when will global warming start to harm people in your country?",In 10 years
R_055,How much do you think global warming will harm plants and animal species?,A moderate amount
R_055,How much do you think global warming will harm future generations of people?,A moderate amount
R_055,How much do you think global warming will harm people in developing countries?,A moderate amount
R_055,How much do you think global warming will harm people in your country?,A moderate amount
R_055,How much do you think global warming will harm you personally?,Dont know
R_055,When do you think global warming will start to harm people in your country?,In 10 years
R_055,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_055,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_055,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_055,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_055,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_055,Drill for oil in natural areas or reserves.,Strongly oppose
R_055,Expand offshore drilling for oil and natural gas off your country's coast.,Somewhat support
R_055,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_055,The President.,Much more
R_055,Congress.,Much more
R_055,Your Governor.,Much more
R_055,Your local officials.,Much more
R_055,Citizens themselves.,Much more
R_055,Should global warming be a priority for the next president and Congress?,Very high
R_055,Should developing sources of clean energy be a priority?,Very high
R_055,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_055,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_055,How often do you discuss global warming with your friends and family?,Rarely
R_055,How often do you hear about global warming in the media?,Once a year or less often
R_055,How severe would you rate the personal effects of global warming that you have experienced?,Dont know / Not applicable
R_055,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_055,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Moderately responsible
R_055,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Neither agree nor disagree
R_055,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",agree
R_055,A lot of important information is deliberately concealed from the public out of self-interest.,agree
R_055,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,agree
R_055,The government uses innocent people as patsies to hide its involvement in criminal activity.,agree
R_055,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,neutral
R_055,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",agree
R_055,New and advanced technology which would harm current industry is being suppressed.,neutral
R_055,The power held by heads of state is second to that of small unknown groups who really control world politics.,agree
R_055,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",disagree
R_055,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,disagree
R_055,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",agree
R_055,"A small, secret group of people is responsible for making all major decisions, such as going to war.",agree
R_055,Technology with mind-control capacities is used on people without their knowledge.,neutral
R_055,Evidence of alien contact is being concealed from the public.,disagree
R_055,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",neutral
R_055,I see myself as someone who is reserved.,neutral
R_055,I see myself as someone who is generally trusting.,neutral
R_055,I see myself as someone who tends to be lazy.,agree_a_little
R_055,"I see myself as someone who is relaxed, handles stress well.",disagree_a_little
R_055,I see myself as someone who has few artistic interests.,agree_a_little
R_055,"I see myself as someone who is outgoing, sociable.",disagree_a_little
R_055,I see myself as someone who tends to find fault with others.,disagree_strongly
R_055,I see myself as someone who does a thorough job.,agree_a_little
R_055,I see myself as someone who gets nervous easily.,agree_a_little
R_055,I see myself as someone who has an active imagination.,agree_a_little
R_055,Question 93,
R_055,Question 94,
R_055,Question 95,
R_055,Question 96,
R_055,Question 97,
R_056,UserID,680921d7a91e2bb64edb42a5
R_056,Gender,Male
R_056,Region of Birth,Asia
R_056,Region of Residence,Asia
R_056,How long ago did you move to your current country of residence?,>10 years
R_056,Do you have children?,No
R_056,Education Level (Highest achieved or currently pursuing),High School Degree
R_056,Job Status,Unemployed
R_056,Job Role,
R_056,Job Level,
R_056,Topic(s) of interest,Politics Economics HealthNutrition
R_056,Social Media Usage,1-3 hours/day
R_056,How concerned are you that policies to address global warming will increase your cost of living?,Very concerned
R_056,How important is it to you that this country leads the world in new technologies and innovation?,Extremely important
R_056,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Strongly agree
R_056,"On social and political issues, where would you place yourself?",Very liberal
R_056,An ideal society requires some groups to be on top and others to be on the bottom.,Strongly oppose
R_056,Do you feel optimistic or pessimistic about the future?,Very optimistic
R_056,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Reduced
R_056,Do you think that global warming is happening?,Yes
R_056,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_056,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_056,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Strongly agree
R_056,"In your opinion, when will global warming start to harm people in your country?",They are being harmed right now
R_056,How much do you think global warming will harm plants and animal species?,A great deal
R_056,How much do you think global warming will harm future generations of people?,A great deal
R_056,How much do you think global warming will harm people in developing countries?,A great deal
R_056,How much do you think global warming will harm people in your country?,A great deal
R_056,How much do you think global warming will harm you personally?,A great deal
R_056,When do you think global warming will start to harm people in your country?,They are being harmed right now
R_056,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Strongly agree
R_056,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_056,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_056,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_056,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_056,Drill for oil in natural areas or reserves.,Strongly support
R_056,Expand offshore drilling for oil and natural gas off your country's coast.,Strongly support
R_056,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_056,The President.,Much more
R_056,Congress.,Much more
R_056,Your Governor.,Much more
R_056,Your local officials.,Much more
R_056,Citizens themselves.,Much more
R_056,Should global warming be a priority for the next president and Congress?,Very high
R_056,Should developing sources of clean energy be a priority?,Very high
R_056,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_056,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_056,How often do you discuss global warming with your friends and family?,Often
R_056,How often do you hear about global warming in the media?,Several times a year
R_056,How severe would you rate the personal effects of global warming that you have experienced?,Slightly severe
R_056,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?","Yes, definitely"
R_056,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Slightly responsible
R_056,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Strongly agree
R_056,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",strongly_agree
R_056,A lot of important information is deliberately concealed from the public out of self-interest.,strongly_agree
R_056,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,strongly_agree
R_056,The government uses innocent people as patsies to hide its involvement in criminal activity.,strongly_agree
R_056,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,strongly_agree
R_056,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",strongly_agree
R_056,New and advanced technology which would harm current industry is being suppressed.,strongly_agree
R_056,The power held by heads of state is second to that of small unknown groups who really control world politics.,strongly_agree
R_056,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",strongly_agree
R_056,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,strongly_agree
R_056,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",strongly_agree
R_056,"A small, secret group of people is responsible for making all major decisions, such as going to war.",strongly_agree
R_056,Technology with mind-control capacities is used on people without their knowledge.,strongly_agree
R_056,Evidence of alien contact is being concealed from the public.,strongly_agree
R_056,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",strongly_agree
R_056,I see myself as someone who is reserved.,agree_a_little
R_056,I see myself as someone who is generally trusting.,agree_a_little
R_056,I see myself as someone who tends to be lazy.,disagree_strongly
R_056,"I see myself as someone who is relaxed, handles stress well.",disagree_strongly
R_056,I see myself as someone who has few artistic interests.,agree_a_little
R_056,"I see myself as someone who is outgoing, sociable.",agree_strongly
R_056,I see myself as someone who tends to find fault with others.,agree_a_little
R_056,I see myself as someone who does a thorough job.,disagree_strongly
R_056,I see myself as someone who gets nervous easily.,disagree_strongly
R_056,I see myself as someone who has an active imagination.,agree_a_little
R_056,Question 93,
R_056,Question 94,
R_056,Question 95,
R_056,Question 96,
R_056,Question 97,
R_057,UserID,680a1b33b94b8d04f081b76c
R_057,Gender,Male
R_057,Region of Birth,Asia
R_057,Region of Residence,Asia
R_057,How long ago did you move to your current country of residence?,5-10 years
R_057,Do you have children?,No
R_057,Education Level (Highest achieved or currently pursuing),Undergraduate Degree
R_057,Job Status,Unemployed
R_057,Job Role,
R_057,Job Level,
R_057,Topic(s) of interest,Politics History Geography HealthNutrition Economics Culture
R_057,Social Media Usage,1-3 hours/day
R_057,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_057,How important is it to you that this country leads the world in new technologies and innovation?,Moderately important
R_057,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Strongly agree
R_057,"On social and political issues, where would you place yourself?",Moderate / Middle of the road
R_057,An ideal society requires some groups to be on top and others to be on the bottom.,Strongly oppose
R_057,Do you feel optimistic or pessimistic about the future?,Somewhat pessimistic
R_057,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Remain the same
R_057,Do you think that global warming is happening?,Yes
R_057,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_057,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_057,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Strongly agree
R_057,"In your opinion, when will global warming start to harm people in your country?",In 10 years
R_057,How much do you think global warming will harm plants and animal species?,A great deal
R_057,How much do you think global warming will harm future generations of people?,A great deal
R_057,How much do you think global warming will harm people in developing countries?,A great deal
R_057,How much do you think global warming will harm people in your country?,A great deal
R_057,How much do you think global warming will harm you personally?,A moderate amount
R_057,When do you think global warming will start to harm people in your country?,In 10 years
R_057,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_057,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_057,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_057,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_057,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_057,Drill for oil in natural areas or reserves.,Strongly oppose
R_057,Expand offshore drilling for oil and natural gas off your country's coast.,Strongly oppose
R_057,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_057,The President.,Much more
R_057,Congress.,Much more
R_057,Your Governor.,Much more
R_057,Your local officials.,Much more
R_057,Citizens themselves.,Much more
R_057,Should global warming be a priority for the next president and Congress?,High
R_057,Should developing sources of clean energy be a priority?,High
R_057,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_057,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_057,How often do you discuss global warming with your friends and family?,Occasionally
R_057,How often do you hear about global warming in the media?,At least once a month
R_057,How severe would you rate the personal effects of global warming that you have experienced?,Moderately severe
R_057,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_057,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Slightly responsible
R_057,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Strongly agree
R_057,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",strongly_agree
R_057,A lot of important information is deliberately concealed from the public out of self-interest.,strongly_agree
R_057,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,strongly_agree
R_057,The government uses innocent people as patsies to hide its involvement in criminal activity.,strongly_agree
R_057,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,strongly_agree
R_057,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",strongly_agree
R_057,New and advanced technology which would harm current industry is being suppressed.,strongly_agree
R_057,The power held by heads of state is second to that of small unknown groups who really control world politics.,strongly_agree
R_057,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",strongly_disagree
R_057,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,strongly_disagree
R_057,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",strongly_agree
R_057,"A small, secret group of people is responsible for making all major decisions, such as going to war.",strongly_agree
R_057,Technology with mind-control capacities is used on people without their knowledge.,neutral
R_057,Evidence of alien contact is being concealed from the public.,strongly_disagree
R_057,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",strongly_agree
R_057,I see myself as someone who is reserved.,agree_a_little
R_057,I see myself as someone who is generally trusting.,disagree_a_little
R_057,I see myself as someone who tends to be lazy.,disagree_a_little
R_057,"I see myself as someone who is relaxed, handles stress well.",agree_a_little
R_057,I see myself as someone who has few artistic interests.,disagree_a_little
R_057,"I see myself as someone who is outgoing, sociable.",disagree_a_little
R_057,I see myself as someone who tends to find fault with others.,neutral
R_057,I see myself as someone who does a thorough job.,agree_a_little
R_057,I see myself as someone who gets nervous easily.,disagree_a_little
R_057,I see myself as someone who has an active imagination.,agree_a_little
R_057,Question 93,
R_057,Question 94,
R_057,Question 95,
R_057,Question 96,
R_057,Question 97,
R_058,UserID,680a20c5b94b8d04f081b89b
R_058,Gender,Male
R_058,Region of Birth,Asia
R_058,Region of Residence,Asia
R_058,How long ago did you move to your current country of residence?,>10 years
R_058,Do you have children?,No
R_058,Education Level (Highest achieved or currently pursuing),Undergraduate Degree
R_058,Job Status,Unemployed
R_058,Job Role,
R_058,Job Level,
R_058,Topic(s) of interest,History Culture HealthNutrition
R_058,Social Media Usage,1-3 hours/day
R_058,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_058,How important is it to you that this country leads the world in new technologies and innovation?,Extremely important
R_058,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Somewhat agree
R_058,"On social and political issues, where would you place yourself?",Conservative
R_058,An ideal society requires some groups to be on top and others to be on the bottom.,Somewhat oppose
R_058,Do you feel optimistic or pessimistic about the future?,Neither optimistic nor pessimistic
R_058,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Reduced
R_058,Do you think that global warming is happening?,Yes
R_058,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_058,Which comes closest to your own view about what most scientists think?,There is a lot of disagreement among scientists about whether or not global warming is happening
R_058,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Strongly agree
R_058,"In your opinion, when will global warming start to harm people in your country?",In 10 years
R_058,How much do you think global warming will harm plants and animal species?,A great deal
R_058,How much do you think global warming will harm future generations of people?,A great deal
R_058,How much do you think global warming will harm people in developing countries?,A great deal
R_058,How much do you think global warming will harm people in your country?,A great deal
R_058,How much do you think global warming will harm you personally?,A great deal
R_058,When do you think global warming will start to harm people in your country?,In 10 years
R_058,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_058,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_058,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_058,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_058,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_058,Drill for oil in natural areas or reserves.,Somewhat support
R_058,Expand offshore drilling for oil and natural gas off your country's coast.,Strongly support
R_058,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_058,The President.,Much more
R_058,Congress.,Much more
R_058,Your Governor.,Much more
R_058,Your local officials.,Much more
R_058,Citizens themselves.,Much more
R_058,Should global warming be a priority for the next president and Congress?,Very high
R_058,Should developing sources of clean energy be a priority?,Very high
R_058,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_058,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Somewhat agree
R_058,How often do you discuss global warming with your friends and family?,Occasionally
R_058,How often do you hear about global warming in the media?,At least once a month
R_058,How severe would you rate the personal effects of global warming that you have experienced?,Slightly severe
R_058,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_058,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Very responsible
R_058,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Somewhat agree
R_058,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",neutral
R_058,A lot of important information is deliberately concealed from the public out of self-interest.,agree
R_058,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,agree
R_058,The government uses innocent people as patsies to hide its involvement in criminal activity.,neutral
R_058,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,agree
R_058,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",neutral
R_058,New and advanced technology which would harm current industry is being suppressed.,agree
R_058,The power held by heads of state is second to that of small unknown groups who really control world politics.,agree
R_058,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",disagree
R_058,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,neutral
R_058,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",neutral
R_058,"A small, secret group of people is responsible for making all major decisions, such as going to war.",neutral
R_058,Technology with mind-control capacities is used on people without their knowledge.,agree
R_058,Evidence of alien contact is being concealed from the public.,agree
R_058,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",agree
R_058,I see myself as someone who is reserved.,neutral
R_058,I see myself as someone who is generally trusting.,agree_a_little
R_058,I see myself as someone who tends to be lazy.,agree_strongly
R_058,"I see myself as someone who is relaxed, handles stress well.",agree_strongly
R_058,I see myself as someone who has few artistic interests.,agree_strongly
R_058,"I see myself as someone who is outgoing, sociable.",agree_strongly
R_058,I see myself as someone who tends to find fault with others.,disagree_a_little
R_058,I see myself as someone who does a thorough job.,neutral
R_058,I see myself as someone who gets nervous easily.,agree_strongly
R_058,I see myself as someone who has an active imagination.,agree_strongly
R_058,Question 93,
R_058,Question 94,
R_058,Question 95,
R_058,Question 96,
R_058,Question 97,
R_059,UserID,680a6c64825382e7010a6b29
R_059,Gender,Male
R_059,Region of Birth,Asia
R_059,Region of Residence,Europe
R_059,How long ago did you move to your current country of residence?,<5 years
R_059,Do you have children?,No
R_059,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_059,Job Status,Unemployed
R_059,Job Role,
R_059,Job Level,
R_059,Topic(s) of interest,HealthNutrition Geography Economics History Politics Culture
R_059,Social Media Usage,1-3 hours/day
R_059,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_059,How important is it to you that this country leads the world in new technologies and innovation?,Slightly important
R_059,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Neither agree nor disagree
R_059,"On social and political issues, where would you place yourself?",Prefer not to answer
R_059,An ideal society requires some groups to be on top and others to be on the bottom.,Neutral
R_059,Do you feel optimistic or pessimistic about the future?,Neither optimistic nor pessimistic
R_059,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Reduced
